Department,Department_Division,PCN,Position_Title,FLSA_Code,Initial_Hire_Date,Date_in_Title,Salary,OBJECTID
PWD ,PWD 659 TIP Resort Building Maintenance,B.005735.1     ,Construction Inspector III,,1-Aug-06,7-Sep-23,73592.74,295013
PWD ,PWD 659 TIP Resort Building Maintenance,B.005742.1     ,Maintenance Worker,,4-Nov-21,20-Apr-23,36283,295014
PWD ,PWD 659 TIP Resort Building Maintenance,B.005741.1     ,Maintenance Worker,,8-Feb-24,8-Feb-24,35043.58,295015
PWD ,PWD 676 Recreation Centers Building Maintenance,B.001618.1     ,Heating and Air Conditioning Technician II,,12-Jan-23,12-Jan-23,50284,295016
PWD ,PWD 676 Recreation Centers Building Maintenance,B.001606.1     ,Heating and Air Conditioning Technician II,,4-Jan-24,4-Jan-24,45300.84,295017
PWD ,PWD 676 Recreation Centers Building Maintenance,B.004127.1     ,Heating and Air Conditioning Technician II,,14-Dec-23,14-Dec-23,45300.84,295018
PWD ,PWD 676 Recreation Centers Building Maintenance,B.006005.1     ,Maintenance Engineer I/Heating and A/C,,24-Feb-22,24-Feb-22,59101.38,295019
PWD ,PWD 701 SWU - Project Management,B.002091.1     ,Engineer III,,22-Oct-20,22-Oct-20,108835.22,295020
PWD ,PWD 701 SWU - Project Management,B.000449,Engineer III,,19-Jan-23,19-Jan-23,115500.06,295021
PWD ,PWD 701 SWU - Project Management,B.007053,Engineer IV,,22-May-15,15-Aug-19,122171.14,295022
PWD ,PWD 701 SWU - Project Management,B.002052.1     ,Construction Inspector Supervisor,,7-Oct-16,12-Mar-20,78515.06,295023
PWD ,PWD 701 SWU - Project Management,B.007050,Construction Inspector III,,1-Dec-89,22-Jun-17,81284.06,295024
PWD ,PWD 701 SWU - Project Management,B.007961.1     ,Environmental Program Manager,,22-Apr-16,4-Jan-24,73790.34,295025
PWD ,PWD 701 SWU - Project Management,B.007543,Engineer I,,3-Mar-22,30-May-24,69611.36,295026
PWD ,PWD 701 SWU - Project Management,B.007539.1     ,Construction Inspector Supervisor,,22-May-15,21-Oct-21,82967.04,295027
PWD ,PWD 701 SWU - Project Management,B.007051,Construction Inspector III,,7-Sep-16,24-Mar-22,60132.8,295028
PWD ,PWD 701 SWU - Project Management,B.003065.3     ,Engineer I,,6-May-21,7-Sep-23,69611.36,295029
PWD ,PWD 701 SWU - Project Management,B.003614,Engineering Technician II,,8-Jun-23,8-Jun-23,62055.76,295030
PWD ,PWD 701 SWU - Project Management,B.007542,Engineer I,,26-Jan-23,26-Jan-23,60707.4,295031
PWD ,PWD 701 SWU - Project Management,B.004332.2     ,Engineer III,,27-Aug-20,27-Aug-20,102844.56,295032
PWD ,PWD 701 SWU - Project Management,B.007202,Engineer III,,9-Nov-17,11-Feb-21,99354.06,295033
PWD ,PWD 701 SWU - Project Management,B.007540,Engineer IV,,1-Aug-07,14-Jul-22,127567.44,295034
PWD ,PWD 701 SWU - Project Management,B.006773,Construction Inspector II,,7-Jun-18,18-May-23,51054.12,295035
PWD ,PWD 701 SWU - Project Management,B.000437.2     ,Engineer IV,,1-Aug-03,16-Jan-08,131515.8,295036
PWD ,PWD 701 SWU - Project Management,B.001512.2     ,Survey Aide III,,22-Jul-16,7-Dec-17,48622.34,295037
PWD ,PWD 701 SWU - Project Management,B.007204,Engineer I,,1-Jun-23,1-Jun-23,69611.1,295038
PWD ,PWD 701 SWU - Project Management,B.004451.1     ,Engineer III,,25-Aug-22,25-Aug-22,105000.22,295039
PWD ,PWD 701 SWU - Project Management,B.007206,Senior Engineer III,,17-Jan-19,22-Sep-22,101774.4,295040
PWD ,PWD 701 SWU - Project Management,B.003094,Survey Aide III,,29-Jun-72,16-Mar-81,63688.3,295041
PWD ,PWD 701 SWU - Project Management,B.000271,Engineer III,,27-Feb-20,18-May-23,92405.04,295042
PWD ,PWD 701 SWU - Project Management,B.005639,Engineer III,,8-Apr-21,8-Apr-21,110442.02,295043
PWD ,PWD 701 SWU - Project Management,B.003486.2     ,Engineer I,,16-Feb-23,16-Feb-23,65159.38,295044
PWD ,PWD 701 SWU - Project Management,B.002721.5     ,Engineer III,,5-Jul-18,19-May-22,104248.82,295045
PWD ,PWD 701 SWU - Project Management,B.001431.1     ,Engineer V,,16-May-13,7-Mar-24,127150.4,295046
PWD ,PWD 701 SWU - Project Management,B.007541,Engineer II,,1-Dec-22,1-Dec-22,89250.2,295047
PWD ,PWD 701 SWU - Project Management,B.007205,Senior Engineer III,,31-Aug-17,21-Nov-19,111973.42,295048
PWD ,PWD 703 SWU - Operations and Maintenance,B.002926.1     ,Motor Equipment Operator III,,21-May-20,20-Oct-22,49310.04,295049
PWD ,PWD 703 SWU - Operations and Maintenance,B.000793.2     ,Engineer V,,7-Nov-14,18-May-23,120971.76,295050
PWD ,PWD 703 SWU - Operations and Maintenance,B.001511.3     ,Motor Equipment Operator III,,22-Oct-16,19-Oct-23,52798.2,295051
PWD ,PWD 703 SWU - Operations and Maintenance,B.002460,Motor Equipment Operator III,,3-Feb-86,16-Nov-00,73727.16,295052
PWD ,PWD 703 SWU - Operations and Maintenance,B.002319.1     ,Maintenance Supervisor,,16-Sep-82,4-Jul-19,85348.38,295053
PWD ,PWD 703 SWU - Operations and Maintenance,B.004670.2     ,Motor Equipment Operator III,,16-Nov-08,19-Nov-20,58030.18,295054
PWD ,PWD 703 SWU - Operations and Maintenance,B.005764,Motor Equipment Operator III,,1-Sep-10,20-Oct-22,54542.28,295055
PWD ,PWD 703 SWU - Operations and Maintenance,B.004140,Motor Equipment Operator III,,16-Jun-01,16-Oct-07,65006.76,295056
PWD ,PWD 703 SWU - Operations and Maintenance,B.000589,Motor Equipment Operator III,,14-Jul-77,1-Nov-11,73727.16,295057
PWD ,PWD 703 SWU - Operations and Maintenance,B.001641.1     ,Assistant Superintendent,,16-Feb-97,22-Feb-16,91789.62,295058
PWD ,PWD 703 SWU - Operations and Maintenance,B.002513,Maintenance Worker,,1-Nov-02,16-Dec-04,44959.46,295059
PWD ,PWD 703 SWU - Operations and Maintenance,B.000603.2     ,Motor Equipment Operator III,,18-May-23,11-Apr-24,47565.96,295060
PWD ,PWD 703 SWU - Operations and Maintenance,B.001165.4     ,Motor Equipment Operator III,,1-Mar-09,8-Oct-20,58030.18,295061
PWD ,PWD 703 SWU - Operations and Maintenance,B.004279.3     ,Maintenance Mechanic II,,1-Jan-00,16-Jul-12,58963.06,295062
PWD ,PWD 703 SWU - Operations and Maintenance,B.006762.1     ,Maintenance Supervisor,,16-Oct-11,24-Feb-22,71215.3,295063
PWD ,PWD 703 SWU - Operations and Maintenance,B.002284.5     ,Maintenance Worker,,22-Oct-20,16-Jun-22,40001.52,295064
PWD ,PWD 703 SWU - Operations and Maintenance,B.006761.1     ,Maintenance Supervisor,,16-Nov-08,22-Feb-16,75253.62,295065
PWD ,PWD 703 SWU - Operations and Maintenance,B.006888,Motor Equipment Operator III,,16-Nov-08,6-Oct-22,54542.28,295066
PWD ,PWD 703 SWU - Operations and Maintenance,B.005098,Motor Equipment Operator III,,10-May-18,11-Apr-24,47565.96,295067
PWD ,PWD 703 SWU - Operations and Maintenance,B.005238.1     ,Assistant Superintendent,,16-Jun-97,22-Nov-18,91789.62,295068
PWD ,PWD 703 SWU - Operations and Maintenance,B.003564.3     ,Maintenance Worker,,7-Mar-16,7-Sep-16,36283,295069
PWD ,PWD 703 SWU - Operations and Maintenance,B.001324.1     ,Clerk,,6-Jan-22,6-Jan-22,32910.02,295070
PWD ,PWD 703 SWU - Operations and Maintenance,B.005763,Motor Equipment Operator III,,16-Dec-97,16-Oct-10,66750.84,295071
PWD ,PWD 703 SWU - Operations and Maintenance,B.003068.1     ,Maintenance Supervisor,,24-Jun-80,1-May-00,85348.38,295072
PWD ,PWD 703 SWU - Operations and Maintenance,B.004131.2     ,Maintenance Worker,,17-Jan-19,17-Jan-19,36283,295073
PWD ,PWD 703 SWU - Operations and Maintenance,B.000226,Maintenance Worker,,27-Feb-20,24-Mar-22,37522.68,295074
PWD ,PWD 703 SWU - Operations and Maintenance,B.006763.3     ,Maintenance Worker,,21-Mar-24,21-Mar-24,33804.16,295075
PWD ,PWD 703 SWU - Operations and Maintenance,B.000665,Maintenance Worker,,25-Jan-24,25-Jan-24,35043.58,295076
PWD ,PWD 703 SWU - Operations and Maintenance,B.006764.1     ,Motor Equipment Operator II,,7-Oct-16,7-Oct-21,45609.2,295077
PWD ,PWD 703 SWU - Operations and Maintenance,B.001555.1     ,Motor Equipment Operator III,,1-Jan-01,1-Nov-12,65006.76,295078
PWD ,PWD 703 SWU - Operations and Maintenance,B.004312,Motor Equipment Operator III,,1-Nov-02,16-Oct-07,65006.76,295079
PWD ,PWD 703 SWU - Operations and Maintenance,B.006770.2     ,Motor Equipment Operator I,,7-Sep-15,24-Oct-19,40002.04,295080
PWD ,PWD 703 SWU - Operations and Maintenance,B.002341,Motor Equipment Operator III,,19-Jul-18,25-Mar-21,52798.2,295081
PWD ,PWD 703 SWU - Operations and Maintenance,B.001869.1     ,Maintenance Supervisor,,1-Feb-82,16-Feb-11,85348.38,295082
PWD ,PWD 703 SWU - Operations and Maintenance,B.001736.3     ,Motor Equipment Operator III,,1-Jun-12,11-Oct-18,58030.18,295083
PWD ,PWD 703 SWU - Operations and Maintenance,B.000219,Motor Equipment Operator III,,1-Jun-90,16-Oct-07,73727.16,295084
PWD ,PWD 703 SWU - Operations and Maintenance,B.004045.3     ,Maintenance Worker,,1-Jul-87,1-Nov-12,42480.62,295085
PWD ,PWD 703 SWU - Operations and Maintenance,B.001661.1     ,Motor Equipment Operator III,,16-Feb-13,11-Oct-18,58030.18,295086
PWD ,PWD 703 SWU - Operations and Maintenance,B.005760.3     ,Maintenance Worker,,10-Feb-22,10-Feb-22,36283,295087
PWD ,PWD 703 SWU - Operations and Maintenance,B.005761.1     ,Maintenance Mechanic I,,24-Mar-22,24-Mar-22,50128.78,295088
PWD ,PWD 703 SWU - Operations and Maintenance,B.003865.2     ,Motor Equipment Operator I,,1-Feb-14,19-May-22,41368.6,295089
PWD ,PWD 703 SWU - Operations and Maintenance,B.006885.2     ,Maintenance Worker,,19-May-17,11-Aug-22,38762.1,295090
PWD ,PWD 703 SWU - Operations and Maintenance,B.001468,Maintenance Worker,,14-Dec-23,14-Dec-23,35043.58,295091
PWD ,PWD 703 SWU - Operations and Maintenance,B.000576.2     ,Motor Equipment Operator II,,8-Dec-22,8-Dec-22,41089.1,295092
PWD ,PWD 703 SWU - Operations and Maintenance,B.002358.1     ,Maintenance Supervisor,,16-Nov-11,12-Mar-20,71215.3,295093
PWD ,PWD 703 SWU - Operations and Maintenance,B.006768.2     ,Motor Equipment Operator I,,16-Nov-08,20-Jun-24,37269.18,295094
PWD ,PWD 703 SWU - Operations and Maintenance,B.001942,Engineer IV,,18-Jan-24,18-Jan-24,102505,295095
PWD ,PWD 703 SWU - Operations and Maintenance,B.004299.3     ,Motor Equipment Operator III,,9-Sep-21,15-Jun-23,49310.04,295096
PWD ,PWD 703 SWU - Operations and Maintenance,B.006887.2     ,Motor Equipment Operator I,,22-Nov-18,22-Nov-18,38635.74,295097
PWD ,PWD 703 SWU - Operations and Maintenance,B.006766,Motor Equipment Operator II,,2-May-24,2-May-24,41089.1,295098
PWD ,PWD 703 SWU - Operations and Maintenance,B.000979.3     ,Motor Equipment Operator III,,16-Sep-09,20-Oct-22,52798.2,295099
PWD ,PWD 703 SWU - Operations and Maintenance,B.005097.1     ,Motor Equipment Operator III,,12-Jun-78,1-Nov-11,63262.42,295100
PWD ,PWD 703 SWU - Operations and Maintenance,B.001335.2     ,Maintenance Worker,,15-Sep-22,1-Dec-22,38762.1,295101
PWD ,PWD 703 SWU - Operations and Maintenance,B.005240.3     ,Motor Equipment Operator III,,2-Aug-18,2-Jun-22,51054.12,295102
PWD ,PWD 703 SWU - Operations and Maintenance,B.006883,Assistant Superintendent,,16-Feb-13,16-Dec-21,81272.36,295103
PWD ,PWD 703 SWU - Operations and Maintenance,B.000553.6     ,Clerk,,2-Jan-20,31-Mar-22,32910.02,295104
PWD ,PWD 703 SWU - Operations and Maintenance,B.001635,Motor Equipment Operator II,,22-May-15,25-Aug-22,42595.8,295105
PWD ,PWD 703 SWU - Operations and Maintenance,B.001406.2     ,Motor Equipment Operator II,,16-Jun-13,10-Mar-22,47115.64,295106
PWD ,PWD 703 SWU - Operations and Maintenance,B.004433.1     ,Operations Superintendent,,16-May-01,30-Aug-18,103774.84,295107
PWD ,PWD 703 SWU - Operations and Maintenance,B.001192.3     ,Maintenance Supervisor,,16-Mar-08,11-Mar-21,71215.3,295108
PWD ,PWD 703 SWU - Operations and Maintenance,B.002343.1     ,Maintenance Supervisor,,1-Jan-07,25-Aug-22,69196.4,295109
PWD ,PWD 703 SWU - Operations and Maintenance,B.007057.1     ,Engineering Technician III,,16-May-05,12-Apr-18,71215.56,295110
PWD ,PWD 703 SWU - Operations and Maintenance,B.005239.2     ,Motor Equipment Operator I,,2-Nov-23,2-Nov-23,37269.18,295111
PWD ,PWD 703 SWU - Operations and Maintenance,B.002565.1     ,Motor Equipment Operator III,,1-Mar-06,8-Oct-20,59774.52,295112
PWD ,PWD 703 SWU - Operations and Maintenance,B.002535.1     ,Motor Equipment Operator III,,1-Aug-03,16-Oct-10,61518.6,295113
PWD ,PWD 703 SWU - Operations and Maintenance,B.001372.3     ,Motor Equipment Operator I,,14-Sep-17,5-Oct-23,37269.18,295114
PWD ,PWD 703 SWU - Operations and Maintenance,B.005762.3     ,Motor Equipment Operator II,,16-Oct-06,7-Sep-16,51635.48,295115
PWD ,PWD 703 SWU - Operations and Maintenance,B.001554.4     ,Motor Equipment Operator II,,16-Dec-21,16-Dec-21,44102.5,295116
PWD ,PWD 703 SWU - Operations and Maintenance,B.006765,Motor Equipment Operator III,,13-Apr-17,21-Apr-22,51054.12,295117
PWD ,PWD 703 SWU - Operations and Maintenance,B.006772.1     ,Motor Equipment Operator III,,1-Nov-09,8-Oct-20,56286.36,295118
PWD ,PWD 703 SWU - Operations and Maintenance,B.001734.1     ,Maintenance Worker,,7-Dec-15,15-Jul-21,36283,295119
PWD ,PWD 703 SWU - Operations and Maintenance,B.006769,Motor Equipment Operator II,,22-Sep-15,18-Nov-21,44102.5,295120
PWD ,PWD 703 SWU - Operations and Maintenance,B.006769,Motor Equipment Operator II,,22-Sep-15,18-Nov-21,44102.5,295121
PWD ,PWD 703 SWU - Operations and Maintenance,B.004147.2     ,Motor Equipment Operator III,,2-Nov-23,2-Nov-23,47565.96,295122
PWD ,PWD 703 SWU - Operations and Maintenance,B.005687.1     ,Motor Equipment Operator III,,24-Sep-87,1-Apr-01,73727.16,295123
PWD ,PWD 703 SWU - Operations and Maintenance,B.003089.1     ,Maintenance Worker,,7-Jun-18,11-Aug-22,36283,295124
PWD ,PWD 703 SWU - Operations and Maintenance,B.000794.1     ,Motor Equipment Operator I,,26-Aug-21,19-Oct-23,40002.04,295125
PWD ,PWD 703 SWU - Operations and Maintenance,B.005099.1     ,Motor Equipment Operator II,,16-Oct-07,18-Nov-21,45608.94,295126
PWD ,PWD 703 SWU - Operations and Maintenance,B.006884.1     ,Maintenance Supervisor,,16-Nov-11,9-Sep-21,71215.3,295127
PWD ,PWD 703 SWU - Operations and Maintenance,B.006886,Motor Equipment Operator III,,28-Jan-21,28-Jan-21,52798.2,295128
PWD ,PWD 703 SWU - Operations and Maintenance,B.000973.2     ,Motor Equipment Operator II,,22-Jun-16,21-Mar-24,41089.1,295129
PWD ,PWD 704 SWU - Inspections and Spill Response,B.002397,Construction Inspector III,,23-Sep-81,1-Dec-12,81284.06,295130
PWD ,PWD 704 SWU - Inspections and Spill Response,B.002933.2     ,Planner/Estimator I,,16-Jun-09,11-Apr-19,55267.16,295131
PWD ,PWD 704 SWU - Inspections and Spill Response,B.007055,Construction Inspector I,,7-Nov-19,13-Jan-22,42002.22,295132
PWD ,PWD 704 SWU - Inspections and Spill Response,B.003382.3     ,Planner/Estimator I,,7-Aug-14,5-Dec-19,51945.14,295133
PWD ,PWD 704 SWU - Inspections and Spill Response,B.001532.3     ,Planner/Estimator III,,6-Dec-18,6-Dec-18,76896.3,295134
PWD ,PWD 704 SWU - Inspections and Spill Response,B.005891.1     ,Engineering Technician I,,16-Aug-18,4-Nov-21,51054.12,295135
PWD ,PWD 704 SWU - Inspections and Spill Response,B.004321.3     ,Planner/Estimator II,,1-Apr-90,16-Nov-08,81284.06,295136
PWD ,PWD 704 SWU - Inspections and Spill Response,B.004439.2     ,Construction Inspector III,,16-Aug-01,13-Jan-22,69747.08,295137
PWD ,PWD 704 SWU - Inspections and Spill Response,B.001131,Construction Inspector I,,14-Jul-22,14-Jul-22,39132.6,295138
PWD ,PWD 704 SWU - Inspections and Spill Response,B.007054.1     ,Engineering Technician III,,1-Dec-11,17-Jun-21,71215.56,295139
PWD ,PWD 704 SWU - Inspections and Spill Response,B.007133.1     ,Construction Inspector II,,16-May-07,28-Jan-21,59774.52,295140
PWD ,PWD 704 SWU - Inspections and Spill Response,B.007321.1     ,Inspections Coordinator I,,1-Jan-11,15-Jul-21,90948.26,295141
PWD ,PWD 704 SWU - Inspections and Spill Response,B.000960.3     ,Planner/Estimator II,,16-Jan-08,26-Aug-21,69747.08,295142
PWD ,PWD 705 SWU - Street Sweeping,B.001674.1     ,Motor Equipment Operator II,,4-Nov-21,11-Apr-24,41089.1,295143
PWD ,PWD 705 SWU - Street Sweeping,B.003706.1     ,Motor Equipment Operator III,,1-Nov-09,23-Feb-23,49310.04,295144
PWD ,PWD 705 SWU - Street Sweeping,B.003758.1     ,Motor Equipment Operator III,,1-Apr-06,16-Oct-07,63262.42,295145
PWD ,PWD 706 SWU - Construction and Engineering,B.004441.2     ,Senior Engineer III,,1-Jun-99,22-Sep-22,126098.44,295146
PWD ,PWD 706 SWU - Construction and Engineering,B.004445,Construction Inspector II,,3-Aug-17,11-Feb-21,52798.2,295147
PWD ,PWD 706 SWU - Construction and Engineering,B.003841.2     ,Construction Inspector II,,9-Sep-21,9-Sep-21,51054.12,295148
PWD ,PWD 706 SWU - Construction and Engineering,I.080045,STEM Intern II,,16-May-24,,17,295149
PWD ,PWD 706 SWU - Construction and Engineering,B.004064.4     ,Maintenance Supervisor,,16-Apr-01,24-Oct-19,75253.62,295150
PWD ,PWD 706 SWU - Construction and Engineering,B.002012.3     ,Engineering Technician III,,22-Jan-15,1-Jun-23,71215.56,295151
PWD ,PWD 706 SWU - Construction and Engineering,B.004913.3     ,Engineer I,,7-Oct-21,7-Oct-21,65159.38,295152
PWD ,PWD 706 SWU - Construction and Engineering,B.000189.4     ,Engineer II,,1-Jan-88,16-Aug-11,103741.56,295153
PWD ,PWD 706 SWU - Construction and Engineering,B.003789.2     ,Construction Inspector III,,25-Feb-21,25-Feb-21,67824.12,295154
PWD ,PWD 706 SWU - Construction and Engineering,B.007056,Engineer I,,1-Jun-88,22-Oct-14,94096.6,295155
PWD ,PWD 706 SWU - Construction and Engineering,B.007058,Engineering Technician III,,16-Mar-13,7-Nov-14,71215.56,295156
PWD ,PWD 706 SWU - Construction and Engineering,B.006890,Engineer II,,25-Oct-18,29-Jul-21,74094.8,295157
PWD ,PWD 706 SWU - Construction and Engineering,B.007138,Engineering Technician I,,10-Mar-22,10-Mar-22,51054.12,295158
PWD ,PWD 706 SWU - Construction and Engineering,B.004442.1     ,Engineering Technician II,,16-Nov-09,12-Aug-21,62055.76,295159
PWD ,PWD 706 SWU - Construction and Engineering,B.004444.1     ,Account Clerk III,,13-Apr-15,11-Oct-18,44872.1,295160
PWD ,PWD 706 SWU - Construction and Engineering,B.003243.4     ,Engineering Technician II,,24-Mar-22,19-Oct-23,52441.48,295161
PWD ,PWD 707 SWU - Surface Water Regulatory Compliance,B.007548,Engineer I,,18-Nov-21,18-Nov-21,87418.76,295162
PWD ,PWD 707 SWU - Surface Water Regulatory Compliance,B.004453.1     ,Engineer IV,,16-Jan-06,4-Jul-19,108912.44,295163
PWD ,PWD 707 SWU - Surface Water Regulatory Compliance,B.003928.1     ,Engineering Technician II,,16-Jun-77,1-Oct-96,81284.06,295164
PWD ,PWD 707 SWU - Surface Water Regulatory Compliance,B.007546,Senior Engineer III,,22-Oct-20,14-Sep-23,114836.8,295165
PWD ,PWD 707 SWU - Surface Water Regulatory Compliance,B.003203.2     ,Engineer V,,16-Jul-99,7-Sep-15,134486.82,295166
PWD ,PWD 707 SWU - Surface Water Regulatory Compliance,B.004438.2     ,Engineer I,,1-Sep-02,5-Nov-20,89644.62,295167
PWD ,PWD 707 SWU - Surface Water Regulatory Compliance,B.007052.1     ,Engineer II,,6-Jun-19,15-Jul-21,81222.96,295168
PWD ,PWD 707 SWU - Surface Water Regulatory Compliance,B.007545,Engineer IV,,12-Apr-18,18-Jun-20,112894.34,295169
PWD ,PWD 707 SWU - Surface Water Regulatory Compliance,B.004200.1     ,Senior Engineer III,,26-Oct-17,22-Sep-22,125863.92,295170
PWD ,PWD 707 SWU - Surface Water Regulatory Compliance,B.007208,Engineer III,,6-Oct-22,6-Oct-22,94500.12,295171
PWD ,PWD 707 SWU - Surface Water Regulatory Compliance,B.004434.2     ,Engineer IV,,22-Sep-14,7-Apr-16,121093.18,295172
PWD ,PWD 707 SWU - Surface Water Regulatory Compliance,B.007209,Engineer III,,22-Jun-16,6-Oct-22,98399.08,295173
PWD ,PWD 707 SWU - Surface Water Regulatory Compliance,B.007547,Engineer II,,4-Jan-21,4-Jan-21,85561.06,295174
PWD ,PWD 708 SWU -  Mosquito Control,B.001015.3     ,Mosquito Control Maintenance Worker,,20-Jul-00,16-Sep-07,39277.42,295175
PWD ,PWD 708 SWU -  Mosquito Control,B.001895.2     ,Mosquito Control Maintenance Worker,,23-Jun-05,5-Jul-18,38096.76,295176
PWD ,PWD 708 SWU -  Mosquito Control,B.000114.2     ,Mosquito Control Maintenance Worker,,27-Feb-20,27-Feb-20,33374.9,295177
PWD ,PWD 708 SWU -  Mosquito Control,B.003725.1     ,Superintendent of Mosquito Control,,16-Jul-98,24-Feb-22,98621.38,295178
PWD ,PWD 708 SWU -  Mosquito Control,B.002201.2     ,Mosquito Control Crew Leader,,26-Jun-95,1-Jan-01,49917.66,295179
PWD ,PWD 708 SWU -  Mosquito Control,B.004152.1     ,Maintenance Supervisor,,1-Jan-96,1-Apr-10,79291.42,295180
PWD ,PWD 708 SWU -  Mosquito Control,B.001001.2     ,Mosquito Control Maintenance Worker,,2-Nov-23,2-Nov-23,32194.5,295181
PWD ,PWD 708 SWU -  Mosquito Control,B.002846.1     ,Mosquito Control Crew Leader,,1-May-89,23-Feb-23,52396.5,295182
PWD ,PWD 708 SWU -  Mosquito Control,I.080038,STEM Intern II,,2-May-24,,17,295183
PWD ,PWD 708 SWU -  Mosquito Control,B.004443.3     ,Mosquito Control Maintenance Worker,,4-Aug-22,4-Aug-22,33375.16,295184
PWD ,PWD 708 SWU -  Mosquito Control,B.003371.3     ,Mosquito Control Maintenance Worker,,27-Apr-23,27-Apr-23,33374.9,295185
PWD ,PWD 708 SWU -  Mosquito Control,B.000512.3     ,Mosquito Control Maintenance Worker,,11-Apr-24,11-Apr-24,32194.5,295186
PWD ,PWD 708 SWU -  Mosquito Control,B.000919.2     ,Assistant Superintendent,,22-Sep-15,10-Feb-22,81272.1,295187
PWD ,PWD 708 SWU -  Mosquito Control,B.003688.3     ,Mosquito Control Maintenance Worker,,30-May-24,30-May-24,32194.5,295188
PWD ,PWD 708 SWU -  Mosquito Control,B.000678.3     ,Mosquito Control Maintenance Worker,,30-May-24,30-May-24,32194.5,295189
PWD ,PWD 708 SWU -  Mosquito Control,B.000635.2     ,Mosquito Control Maintenance Worker,,24-Feb-22,24-Feb-22,33374.9,295190
PWD ,PWD 708 SWU -  Mosquito Control,B.002404.2     ,Mosquito Control Maintenance Worker,,26-May-22,26-May-22,33374.9,295191
PWD ,PWD 708 SWU -  Mosquito Control,B.002404.2     ,Mosquito Control Maintenance Worker,,26-May-22,26-May-22,33374.9,295192
PWD ,PWD 708 SWU -  Mosquito Control,B.002077.1     ,Mosquito Control Crew Leader,,16-Sep-06,5-May-22,42480.62,295193
PWD ,PWD 708 SWU -  Mosquito Control,B.003583.1     ,Mosquito Control Aide,,1-Sep-96,10-Feb-22,51111.84,295194
PWD ,PWD 708 SWU -  Mosquito Control,I.080040,STEM Intern II,,2-May-24,,17,295195
PWD ,PWD 708 SWU -  Mosquito Control,B.002746.2     ,Biologist,,21-Apr-22,21-Apr-22,62056.54,295196
PWD ,PWD 708 SWU -  Mosquito Control,B.002792.3     ,Mosquito Control Maintenance Worker,,15-Jun-23,15-Jun-23,33374.9,295197
PWD ,PWD 708 SWU -  Mosquito Control,B.003461.3     ,Mosquito Control Maintenance Worker,,16-Mar-23,16-Mar-23,33375.16,295198
PWD ,PWD 708 SWU -  Mosquito Control,B.003664.3     ,Mosquito Control Maintenance Worker,,31-Jan-19,2-Nov-23,33374.9,295199
PWD ,PWD 708 SWU -  Mosquito Control,B.004050.2     ,Mosquito Control Maintenance Worker,,14-Jan-21,14-Jan-21,33374.9,295200
PWD ,PWD 708 SWU -  Mosquito Control,B.000222.2     ,Mosquito Control Crew Leader,,1-Jul-88,1-May-03,52396.5,295201
PWD ,PWD 708 SWU -  Mosquito Control,B.002812.2     ,Mosquito Control Maintenance Worker,,2-Aug-18,2-Aug-18,33374.9,295202
PWD ,PWD 708 SWU -  Mosquito Control,I.080039,STEM Intern II,,2-May-24,,17,295203
PWD ,PWD 708 SWU -  Mosquito Control,B.001617.3     ,Mosquito Control Maintenance Worker,,20-Jan-22,20-Jan-22,33374.9,295204
PWD ,PWD 708 SWU -  Mosquito Control,B.002540.3     ,Mosquito Control Maintenance Worker,,30-May-24,30-May-24,32194.5,295205
PWD ,PWD 708 SWU -  Mosquito Control,B.004083.1     ,Mosquito Control Crew Leader,,1-Jul-88,12-Apr-18,52396.5,295206
PWD ,PWD 708 SWU -  Mosquito Control,B.001167.2     ,Maintenance Supervisor,,1-Jul-88,24-Mar-22,73234.46,295207
PWD ,PWD 712 SWU - Operations & Maintenance (Second Unit),B.007672,Maintenance Worker,,16-May-06,5-Oct-23,41241.2,295208
PWD ,PWD 712 SWU - Operations & Maintenance (Second Unit),B.003481.6     ,Motor Equipment Operator I,,27-Feb-20,20-Oct-22,40002.04,295209
PWD ,PWD 712 SWU - Operations & Maintenance (Second Unit),B.007670.1     ,Motor Equipment Operator I,,13-Jan-22,19-Oct-23,40002.04,295210
PWD ,PWD 712 SWU - Operations & Maintenance (Second Unit),B.007677,Motor Equipment Operator III,,21-Sep-23,7-Mar-24,47565.96,295211
PWD ,PWD 712 SWU - Operations & Maintenance (Second Unit),B.007679,Motor Equipment Operator III,,1-Jul-11,19-May-22,59774.52,295212
PWD ,PWD 712 SWU - Operations & Maintenance (Second Unit),B.007684,Motor Equipment Operator II,,7-Apr-22,11-Jan-24,41089.1,295213
PWD ,PWD 712 SWU - Operations & Maintenance (Second Unit),B.001771.12    ,Maintenance Worker,,8-Apr-21,8-Apr-21,36283,295214
PWD ,PWD 712 SWU - Operations & Maintenance (Second Unit),B.000070.4     ,Clerk,,1-Jul-97,16-Oct-13,47525.14,295215
PWD ,PWD 712 SWU - Operations & Maintenance (Second Unit),B.001950.2     ,Mechanic Technician II,,23-Sep-21,23-Sep-21,51054.12,295216
PWD ,PWD 712 SWU - Operations & Maintenance (Second Unit),B.007667,Engineering Technician I,,16-Feb-06,9-Sep-21,59774.52,295217
PWD ,PWD 712 SWU - Operations & Maintenance (Second Unit),B.007671,Maintenance Worker,,24-Mar-22,2-May-24,33804.16,295218
PWD ,PWD 712 SWU - Operations & Maintenance (Second Unit),B.007686,Motor Equipment Operator III,,13-Sep-18,12-Aug-21,51054.12,295219
